country,Communication,Education,Economics,Environment,Infrastructure,Health,Energy,Work,Society,Government
Moldova,3.69,11.805,2.5300000000000002,9.65,6.81,3.285,0.405,4.6499999999999995,6.720000000000001,3.1350000000000002
Madagascar,0.435,0.48,2.37,9.020000000000001,1.34,1.2550000000000001,1.1,9.434999999999999,3.5100000000000002,2.32
Maldives,2.5799999999999996,1.395,0.31000000000000005,6.7700000000000005,7.370000000000001,2.455,0.015,6.419999999999999,4.4,1.415
Mexico,3.015,9.495,2.92,9.1,7.620000000000001,2.42,0.45999999999999996,7.065,6.04,2.895
Marshall Islands,0.36,3.03,1.8,2.25,6.5,2.84,0.15500000000000003,2.76,3.6100000000000003,2.5
North Macedonia,3.5849999999999995,8.069999999999999,2.99,8.88,7.58,2.3649999999999998,0.53,5.325,6.16,3.2600000000000002
Mali,1.125,0.885,2.37,8.61,3.63,1.435,0.8300000000000001,7.35,3.6799999999999997,2.0300000000000002
Malta,5.04,4.095,3.6200000000000006,6.18,8.65,2.875,0.265,7.02,8.1,3.0250000000000004
Myanmar,1.395,5.865,0.13999999999999999,9.17,4.960000000000001,1.6600000000000001,1.02,5.715,4.7,0.9750000000000001
Montenegro,4.17,6.135,2.6300000000000003,2.2100000000000004,7.290000000000001,2.94,1.0150000000000001,5.19,6.3100000000000005,3.4299999999999997
Mongolia,2.52,9.569999999999999,3.0600000000000005,8.01,5.84,2.0300000000000002,0.45999999999999996,6.96,6.0600000000000005,3.965
Northern Mariana Islands,1.275,,0.5599999999999999,,6.93,0.0,0.005000000000000001,,,
Mozambique,0.435,1.7249999999999999,0.11000000000000001,8.74,1.83,1.435,1.475,8.67,2.64,2.23
Mauritania,1.26,3.8249999999999997,3.4200000000000004,8.86,3.2700000000000005,1.5,0.31000000000000005,3.795,4.57,1.6300000000000001
Mauritius,4.6049999999999995,8.895,2.69,6.25,7.670000000000001,2.5100000000000002,0.225,6.81,6.29,3.975
Malawi,0.375,3.03,0.26,8.870000000000001,2.17,1.7100000000000002,0.915,8.01,2.75,3.0100000000000002
Malaysia,3.36,6.1499999999999995,3.1100000000000003,7.5,7.2700000000000005,2.535,0.4,8.415,6.220000000000001,2.845
Namibia,1.845,2.895,2.2600000000000002,8.709999999999999,4.08,2.0500000000000003,0.9300000000000002,4.755,2.8000000000000003,3.74
New Caledonia,3.0749999999999997,2.5799999999999996,0.08000000000000002,,7.440000000000001,0.0,0.08000000000000002,2.865,,
Niger,0.435,1.755,2.64,8.49,0.8400000000000001,1.32,1.185,8.61,3.3600000000000003,2.625
Nigeria,0.84,1.305,0.2,8.959999999999999,3.66,1.42,1.33,5.52,4.5,2.2
Nicaragua,1.2299999999999998,0.0,2.59,9.31,5.760000000000001,2.1,0.86,7.109999999999999,4.46,1.6600000000000001
Netherlands,8.069999999999999,1.2149999999999999,3.64,6.46,8.48,3.6500000000000004,0.5750000000000001,8.145,9.33,4.890000000000001
Curaçao,3.42,0.0,0.08000000000000002,,7.45,,0.835,,,
Norway,6.21,4.034999999999999,4.13,5.960000000000001,8.63,3.6950000000000003,2.6950000000000003,8.295,9.49,4.94
Nepal,1.4549999999999998,3.8249999999999997,2.52,9.1,5.7700000000000005,1.9800000000000002,1.215,6.359999999999999,5.120000000000001,2.8000000000000003
Nauru,0.6449999999999999,2.085,0.78,2.04,6.46,2.305,0.020000000000000004,,2.4800000000000004,1.875
New Zealand,5.79,1.3499999999999999,3.28,7.08,9.01,3.4700000000000006,1.085,9.344999999999999,8.9,5.0
Oman,2.49,2.04,3.6200000000000006,7.6000000000000005,7.58,2.2399999999999998,0.71,7.859999999999999,4.58,1.295
